SMI,Natoms,atoms,coords(Ang),S1_SCSPBEQIDH(eV),T1_SCSPBEQIDH(eV),f01_SCSPBEQIDH(au),S1_ADC2(eV),T1_ADC2(eV),f01_ADC2(au)
'CCOC',12,"['C','C','O','C','H','H','H','H','H','H','H','H']","[[-1.433369,1.175304,0.0],[0.0,0.697616,0.0],[0.013019,-0.70834,0.0],[1.308363,-1.238925,0.0],[-1.46817,2.265856,0.0],[-1.957354,0.811395,0.884454],[-1.957354,0.811395,-0.884454],[0.53233,1.076861,0.885092],[0.53233,1.076861,-0.885092],[1.220584,-2.324536,0.0],[1.871757,-0.927537,0.890208],[1.871757,-0.927537,-0.890208]]",7.822,7.601,0.063774817,7.392561,7.164226,0.043180
'CCC=C',12,"['C','C','C','C','H','H','H','H','H','H','H','H']","[[-1.715891,-0.247354,-0.291923],[-0.537615,0.521643,0.304652],[0.717611,-0.293697,0.337593],[1.848208,0.017114,-0.276914],[-2.625179,0.355452,-0.276606],[-1.911382,-1.16281,0.270814],[-1.510594,-0.529521,-1.325974],[-0.791981,0.825431,1.325392],[-0.363007,1.438865,-0.263119],[0.665533,-1.21868,0.908399],[1.942578,0.92737,-0.859802],[2.720153,-0.622343,-0.219554]]",8.057,4.561,0.661603065,7.968131,4.740800,0.524844
'CCC=O',10,"['C','C','C','O','H','H','H','H','H','H']","[[-1.682201,-0.282085,-0.176948],[-0.470347,0.589294,0.149021],[0.779771,-0.232772,0.295329],[1.80693,-0.038121,-0.291823],[-2.590594,0.319035,-0.205933],[-1.822413,-1.061776,0.574732],[-1.566845,-0.766307,-1.147693],[-0.63352,1.094806,1.107539],[-0.301479,1.352646,-0.610574],[0.696078,-1.080056,1.012095]]",4.365,3.855,0.000062886,4.292950,3.862570,0.000056
'CCC#N',9,"['C','C','C','N','H','H','H','H','H']","[[1.508947,0.560701,0.0],[0.0,0.809434,0.0],[-0.769096,-0.431878,0.0],[-1.357985,-1.416176,0.0],[2.038455,1.513042,0.0],[1.810009,-0.002194,-0.882868],[1.810009,-0.002194,0.882868],[-0.295843,1.387516,-0.877541],[-0.295843,1.387516,0.877541]]",8.329,6.545,0.000006801,8.666896,7.029399,0.000002
'NCC=C',11,"['N','C','C','C','H','H','H','H','H','H','H']","[[-1.663056,-0.205192,-0.381111],[-0.56213,0.459448,0.314952],[0.688673,-0.359904,0.236555],[1.850586,0.068923,-0.226654],[-2.515781,0.329458,-0.28288],[-1.838045,-1.115417,0.02556],[-0.781224,0.654403,1.376511],[-0.389899,1.428406,-0.158661],[0.608941,-1.379082,0.609688],[1.968588,1.075827,-0.612242],[2.726038,-0.568046,-0.23932]]",6.633,4.560,0.003150659,6.480727,4.741026,0.001810
'OCC=C',10,"['O','C','C','C','H','H','H','H','H','H']","[[-1.62394,-0.298048,-0.32734],[-0.584916,0.448803,0.280518],[0.668303,-0.362281,0.243191],[1.829303,0.078658,-0.211184],[-2.455111,0.152578,-0.175986],[-0.835428,0.668849,1.327575],[-0.425865,1.404503,-0.234002],[0.579437,-1.370435,0.63684],[1.934587,1.077326,-0.621438],[2.717763,-0.539519,-0.189424]]",7.552,4.550,0.340519415,7.035707,4.728277,0.023320
'OCC=O',8,"['O','C','C','O','H','H','H','H']","[[-1.706135,-0.225149,0.021146],[-0.515876,0.519797,0.056904],[0.724683,-0.350702,0.103474],[1.831001,0.057228,-0.105439],[-1.825584,-0.59093,-0.856091],[-0.53349,1.106584,0.979568],[-0.422041,1.226717,-0.774453],[0.529347,-1.413579,0.363058]]",4.238,3.743,0.000030291,4.162394,3.745336,0.000042
'OCC#N',7,"['O','C','C','N','H','H','H']","[[-1.39299,0.614378,0.0],[0.0,0.792851,0.0],[0.649125,-0.520173,0.0],[1.193976,-1.52801,0.0],[-1.80867,1.477924,0.0],[0.350003,1.333526,0.887121],[0.350003,1.333526,-0.887121]]",7.823,6.431,0.000063525,7.291441,6.910733,0.000630
'FCC=C',9,"['F','C','C','C','H','H','H','H','H']","[[-1.639588,-0.226404,-0.340589],[-0.605819,0.430249,0.314477],[0.645325,-0.377203,0.242899],[1.795159,0.09135,-0.212664],[-0.923876,0.569948,1.351953],[-0.474532,1.408317,-0.154369],[0.571658,-1.395858,0.61099],[1.883178,1.103891,-0.591616],[2.691874,-0.515036,-0.219925]]",8.151,4.538,0.581872851,8.035897,4.717242,0.410389
'FCC=O',7,"['F','C','C','O','H','H','H']","[[-1.665949,-0.261373,1e-05],[-0.528269,0.511526,-8e-06],[0.702522,-0.366698,-8e-06],[1.811971,0.080995,9e-06],[-0.523267,1.146051,0.890235],[-0.523283,1.146029,-0.890268],[0.498802,-1.456647,-2.9e-05]]",4.334,3.832,0.000024662,4.259871,3.837970,0.000023
'FCC#N',6,"['F','C','C','N','H','H']","[[-0.33391,1.499625,0.0],[0.621936,0.51909,0.0],[0.0,-0.808749,0.0],[-0.458992,-1.858478,0.0],[1.243262,0.625336,0.891599],[1.243262,0.625336,-0.891599]]",7.800,6.343,0.000260214,8.087950,6.833172,0.000371
'CNC=N',10,"['C','N','C','N','H','H','H','H','H','H']","[[1.753467,0.1083,0.058941],[0.418693,-0.414001,-0.116885],[-0.696677,0.371994,-0.0404],[-1.914884,0.027651,0.054776],[2.464716,-0.472196,-0.529506],[2.07984,0.104997,1.10437],[1.786844,1.135575,-0.304163],[0.288936,-1.398372,0.04544],[-0.466399,1.437359,-0.10208],[-2.021337,-0.984669,0.109461]]",6.602,4.948,0.015108819,6.470400,5.093425,0.001800
'CNC=O',9,"['C','N','C','O','H','H','H','H','H']","[[1.737658,0.116549,-4e-06],[0.394788,-0.408086,5e-06],[-0.728808,0.344134,3e-06],[-1.854389,-0.092516,-5e-06],[2.290179,-0.198159,-0.88779],[2.290185,-0.198158,0.887779],[1.691941,1.205626,-3e-06],[0.255694,-1.405318,9e-06],[-0.509504,1.42864,1.4e-05]]",5.783,5.391,0.001425448,5.662454,5.342085,0.000830
'NNC=N',9,"['N','N','C','N','H','H','H','H','H']","[[1.745828,0.032678,-0.058679],[0.442363,-0.438032,0.091736],[-0.658844,0.376306,0.03811],[-1.881549,0.051648,-0.038497],[2.040408,0.529777,0.769881],[1.834425,0.631661,-0.869197],[0.333219,-1.418872,-0.101489],[-0.394794,1.43446,0.095912],[-2.006692,-0.958915,-0.085688]]",6.467,4.921,0.013191581,6.412229,5.054823,0.020158
'NNC=O',8,"['N','N','C','O','H','H','H','H']","[[1.669856,0.211345,2e-06],[0.420556,-0.394117,-2e-06],[-0.710709,0.357112,-1e-06],[-1.825004,-0.1035,1e-06],[2.193666,-0.035876,-0.827766],[2.193667,-0.035885,0.827766],[0.323571,-1.399035,-4e-06],[-0.479508,1.435536,-2e-06]]",5.789,5.387,0.001646632,5.679138,5.349233,0.000937
'ONC=N',8,"['O','N','C','N','H','H','H','H']","[[-1.66845,-0.16009,-0.192027],[-0.462443,0.444339,0.187476],[0.64359,-0.384795,0.049889],[1.851836,-0.03342,-0.058762],[-2.194462,-0.163916,0.61112],[-0.383273,1.336811,-0.282177],[0.379211,-1.43964,0.106231],[1.95883,0.979797,-0.099296]]",6.328,4.971,0.014199431,6.258482,5.089400,0.022992
'ONC=O',7,"['O','N','C','O','H','H','H']","[[-1.653519,0.170405,-0.167259],[-0.439756,-0.431506,0.137178],[0.676744,0.355085,0.035324],[1.791296,-0.088019,-0.04443],[-2.142512,0.176488,0.659862],[-0.371145,-1.374449,-0.220208],[0.429272,1.428905,0.081671]]",5.563,5.180,0.001739329,5.455790,5.106230,0.001267
'CNN=C',10,"['C','N','N','C','H','H','H','H','H','H']","[[-1.710145,-0.149711,0.103327],[-0.420451,0.423042,-0.210879],[0.617988,-0.43727,-0.106796],[1.782273,0.023805,0.092415],[-2.48478,0.574473,-0.150018],[-1.815312,-0.428801,1.158674],[-1.85526,-1.040483,-0.50598],[-0.256455,1.334979,0.203145],[2.607651,-0.67531,0.120001],[1.988622,1.090174,0.223452]]",6.029,3.941,0.281199551,5.624502,4.001196,0.238106
'COC=C',10,"['C','O','C','C','H','H','H','H','H','H']","[[1.713748,0.10905,-1.7e-05],[0.441856,-0.500993,2.5e-05],[-0.609113,0.346828,1.4e-05],[-1.86564,-0.07015,-1.5e-05],[2.448504,-0.693057,2.7e-05],[1.858204,0.726116,0.892591],[1.858195,0.72601,-0.892699],[-0.355629,1.404998,3.5e-05],[-2.111105,-1.123616,-3.6e-05],[-2.666985,0.653124,-1.4e-05]]",7.209,4.329,0.601817378,6.810225,4.403722,0.439421
'COC=O',8,"['C','O','C','O','H','H','H','H']","[[-1.355798,0.413348,0.0],[0.0,0.863219,0.0],[0.92609,-0.091339,0.0],[0.717289,-1.268431,0.0],[-1.96575,1.312177,0.0],[-1.558594,-0.185853,0.887403],[-1.558594,-0.185853,-0.887403],[1.92288,0.369171,0.0]]",5.979,5.540,0.002219179,5.905827,5.542744,0.001358
'CON=C',9,"['C','O','N','C','H','H','H','H','H']","[[-1.663421,-0.130473,-0.0],[-0.39595,0.496493,-0.0],[0.592891,-0.457959,0.0],[1.747499,0.055478,0.0],[-2.39258,0.677894,-1e-06],[-1.794336,-0.747024,0.892138],[-1.794336,-0.747025,-0.892137],[2.58345,-0.631161,1e-06],[1.910695,1.131059,-0.0]]",6.001,4.338,0.002578011,5.914709,4.300911,0.002032
'CCC#C',10,"['C','C','C','C','H','H','H','H','H','H']","[[-0.177302,1.639285,0.0],[0.738721,0.414075,0.0],[0.0,-0.844579,0.0],[-0.626166,-1.865566,0.0],[0.415893,2.554471,0.0],[-0.81762,1.643104,0.882231],[-0.81762,1.643104,-0.882231],[1.392497,0.437504,0.875495],[1.392497,0.437504,-0.875495],[-1.177164,-2.774972,0.0]]",7.140,5.594,0.000000672,7.408788,5.963366,0.000000
'NCC#C',9,"['N','C','C','C','H','H','H','H','H']","[[-1.51298,-0.515317,-0.120181],[-0.585451,0.600456,0.038671],[0.802347,0.145547,-0.004558],[1.938778,-0.229836,-0.014073],[-2.46564,-0.188832,-0.031108],[-1.355765,-1.20702,0.600465],[-0.723427,1.168187,0.969556],[-0.746743,1.301167,-0.784515],[2.94839,-0.563289,-0.033366]]",6.925,5.563,0.008664730,6.631559,5.933189,0.007957
'OCC#C',8,"['O','C','C','C','H','H','H','H']","[[0.325517,-1.531608,0.0],[-0.651698,-0.511315,0.0],[0.0,0.793631,0.0],[0.509258,1.875869,0.0],[-0.126444,-2.376595,0.0],[-1.29637,-0.577113,0.885298],[-1.29637,-0.577113,-0.885298],[0.969688,2.834575,0.0]]",6.792,5.510,0.000066942,6.880757,5.880461,0.000062
'FCC#C',7,"['F','C','C','C','H','H','H']","[[1.488514,-0.532067,-7e-06],[0.637316,0.555179,-3e-06],[-0.757657,0.133855,1.3e-05],[-1.907977,-0.193485,6e-06],[0.851501,1.152644,-0.889329],[0.851518,1.152642,0.889319],[-2.929733,-0.489974,-2.5e-05]]",6.702,5.456,0.000147545,6.966135,5.829234,0.000177
'C=CC=C',10,"['C','C','C','C','H','H','H','H','H','H']","[[0.603671,1.736529,0.0],[0.603671,0.407646,0.0],[-0.603671,-0.407646,-0.0],[-0.603671,-1.736529,-0.0],[1.525204,2.303722,0.0],[-0.322935,2.299982,0.0],[1.548603,-0.128961,0.0],[-1.548603,0.128961,-0.0],[0.322935,-2.299982,0.0],[-1.525204,-2.303722,-0.0]]",6.528,3.428,1.087406099,6.422655,3.587582,0.800799
'C=CC=O',8,"['C','C','C','O','H','H','H','H']","[[1.750573,0.143267,-0.0],[0.563377,-0.449095,-0.0],[-0.676302,0.34757,1e-06],[-1.782824,-0.122104,-0.0],[2.675144,-0.419367,-0.0],[1.8328,1.22551,1e-06],[0.450153,-1.527175,-1e-06],[-0.521389,1.447416,-2e-06]]",3.905,3.460,0.000259095,3.798849,3.430513,0.000170
'C=CC#N',7,"['C','C','C','N','H','H','H']","[[1.311312,0.974845,-0.0],[-0.0,0.774888,0.0],[-0.578519,-0.532891,0.0],[-1.060206,-1.575767,0.0],[1.713946,1.978785,-0.0],[2.011506,0.149766,-0.0],[-0.700766,1.600764,0.0]]",7.074,3.982,0.377906417,7.069151,4.187216,0.405913
'O=CC=O',6,"['O','C','C','O','H','H']","[[-1.313232,-1.105546,0.130547],[-0.374781,-0.554334,-0.365615],[0.374781,0.554334,0.365615],[1.313232,1.105546,-0.130547],[0.017544,-0.797078,-1.371269],[-0.017544,0.797078,1.371269]]",2.937,2.416,0.000176894,2.899658,2.448880,0.000239
'O=CC#N',5,"['O','C','C','N','H']","[[-0.265128,-1.582639,-0.0],[0.480001,-0.651343,-0.0],[-0.0,0.741196,0.0],[-0.333666,1.838812,0.0],[1.576684,-0.749688,-0.0]]",4.002,3.455,0.000547381,3.974367,3.502202,0.000488
'N#CC#N',4,"['N','C','C','N']","[[0.0,0.0,1.838868],[0.0,0.0,0.691187],[0.0,0.0,-0.691187],[0.0,0.0,-1.838868]]",6.500,4.966,0.000000000,6.883320,5.510394,0.000000
'C=NN=C',8,"['C','N','N','C','H','H','H','H']","[[0.654034,1.525578,-0.0],[0.654034,0.261346,-0.0],[-0.654034,-0.261346,-0.0],[-0.654034,-1.525578,-0.0],[1.612654,2.033447,1e-06],[-0.269275,2.105199,1e-06],[-1.612654,-2.033447,1e-06],[0.269275,-2.105199,1e-06]]",4.218,3.870,0.001649112,4.183337,3.883477,0.001138
'C=CC#C',8,"['C','C','C','C','H','H','H','H']","[[-0.112775,-1.685779,0.0],[0.586654,-0.55596,-0.0],[-0.0,0.743239,0.0],[-0.469128,1.847083,0.0],[0.386974,-2.645375,-0.0],[-1.195226,-1.681018,0.0],[1.671208,-0.588207,-0.0],[-0.891464,2.823095,0.0]]",6.055,3.726,0.000005508,6.285808,3.934532,0.000012
'O=CC#C',6,"['O','C','C','C','H','H']","[[-0.210139,-1.642446,0.0],[0.498327,-0.673768,0.0],[-0.0,0.688202,0.0],[-0.366474,1.829044,0.0],[1.599157,-0.75847,0.0],[-0.709164,2.837176,0.0]]",3.984,3.479,0.000251501,3.920237,3.492586,0.000165
'C#CC#N',5,"['C','C','C','N','H']","[[0.0,0.0,-1.831345],[0.0,0.0,-0.634448],[0.0,0.0,0.741534],[0.0,0.0,1.891676],[0.0,0.0,-2.896183]]",5.874,4.500,0.000000000,6.184103,4.936164,0.000000
'C#CC#C',6,"['C','C','C','C','H','H']","[[0.0,0.0,1.886174],[0.0,0.0,0.686275],[0.0,0.0,-0.686275],[0.0,0.0,-1.886174],[0.0,0.0,2.949882],[0.0,0.0,-2.949882]]",5.409,4.144,0.000000000,5.681310,4.526701,0.000000
'CC=CC',12,"['C','C','C','C','H','H','H','H','H','H','H','H']","[[-1.952053,0.078893,0.0],[-0.53321,-0.393339,1e-06],[0.53321,0.393339,-1e-06],[1.952053,-0.078893,-0.0],[-2.488714,-0.290522,-0.877886],[-2.008773,1.16838,-1e-06],[-2.488714,-0.290519,0.877888],[-0.38504,-1.471505,2e-06],[0.38504,1.471505,-2e-06],[2.008773,-1.16838,1e-06],[2.488714,0.290522,0.877886],[2.488714,0.29052,-0.877888]]",7.965,4.548,0.650087256,7.897503,4.740717,0.518041
'CC=CF',9,"['C','C','C','F','H','H','H','H','H']","[[-1.324924,1.306762,0.0],[0.0,0.615307,0.0],[0.12969,-0.695432,0.0],[1.329786,-1.294984,0.0],[-1.43133,1.946296,0.879116],[-2.14923,0.592313,0.0],[-1.43133,1.946296,-0.879116],[0.900024,1.220817,0.0],[-0.684802,-1.41069,0.0]]",8.136,4.595,0.003958450,7.907831,4.726321,0.412543
'FC=CF',6,"['F','C','C','F','H','H']","[[0.568487,1.668897,-0.0],[0.568487,0.332942,-0.0],[-0.568487,-0.332942,0.0],[-0.568487,-1.668897,0.0],[1.551746,-0.117525,-0.0],[-1.551746,0.117525,0.0]]",7.526,4.524,0.000000000,7.504679,4.590962,0.000000
'CC=NN',10,"['C','C','N','N','H','H','H','H','H','H']","[[1.853294,-0.097793,0.011509],[0.437787,0.370331,-0.005736],[-0.525982,-0.449836,-0.003724],[-1.801841,0.045865,-0.090496],[2.384204,0.297954,0.88115],[2.387347,0.249502,-0.876931],[1.887069,-1.185733,0.040165],[0.257066,1.452505,-0.02988],[-2.449484,-0.603308,0.324987],[-1.917926,0.981649,0.285413]]",6.258,4.214,0.007255029,6.110154,4.323381,0.153701
'CC=NO',9,"['C','C','N','O','H','H','H','H','H']","[[-1.82974,-0.096728,-1e-06],[-0.417204,0.373221,1.1e-05],[0.531788,-0.461987,-8e-06],[1.770147,0.165748,-0.0],[-2.357382,0.279757,0.879421],[-1.86977,-1.184688,-2.5e-05],[-2.357383,0.279797,-0.879405],[-0.203807,1.44279,2.9e-05],[2.386313,-0.568683,-2e-05]]",6.354,4.513,0.002234548,6.278481,4.560773,0.001910
'CC#CC',10,"['C','C','C','C','H','H','H','H','H','H']","[[0.0,0.0,2.056511],[0.0,0.0,0.59925],[0.0,0.0,-0.59925],[0.0,0.0,-2.056511],[0.07673,1.016631,2.445838],[0.842064,-0.574766,2.445838],[-0.918794,-0.441866,2.445838],[-0.07673,1.016631,-2.445838],[-0.842064,-0.574766,-2.445838],[0.918794,-0.441866,-2.445838]]",7.175,5.676,0.000000000,7.473494,6.054414,0.000000
'CC1CC1',12,"['C','C','C','C','H','H','H','H','H','H','H','H']","[[-0.879794,1.275605,0.0],[0.346327,0.401791,0.0],[0.346327,-0.895521,0.751969],[0.346327,-0.895521,-0.751969],[-0.908805,1.916709,0.883757],[-1.78757,0.667558,0.0],[-0.908805,1.916709,-0.883757],[1.286371,0.941778,0.0],[-0.568802,-1.181437,1.255149],[1.25065,-1.199005,1.261911],[-0.568802,-1.181437,-1.255149],[1.25065,-1.199005,-1.261911]]",8.708,8.477,0.010147361,8.588063,8.370993,0.014964
'NC1CC1',11,"['N','C','C','C','H','H','H','H','H','H','H']","[[1.526323,-0.088536,-0.075013],[0.211278,0.025745,0.493348],[-0.916944,0.755957,-0.187563],[-0.915259,-0.750209,-0.098588],[1.994958,0.807608,-0.087812],[1.486059,-0.427814,-1.026187],[0.228567,0.08438,1.5755],[-0.707773,1.195529,-1.154693],[-1.625456,1.306026,0.417832],[-0.714851,-1.303606,-1.008008],[-1.620212,-1.231325,0.565279]]",6.827,6.520,0.016907315,6.621115,6.328566,0.020322
'OC1CC1',10,"['O','C','C','C','H','H','H','H','H','H']","[[1.455036,-0.111393,-0.195143],[0.237209,-0.018126,0.476757],[-0.880464,0.772246,-0.133562],[-0.909111,-0.737109,-0.137271],[1.91091,0.72759,-0.110732],[0.313891,-0.02722,1.560498],[-0.673823,1.258628,-1.077646],[-1.556881,1.304685,0.521629],[-0.712549,-1.228243,-1.08035],[-1.607637,-1.246365,0.512202]]",7.722,7.405,0.000340315,7.427808,7.130430,0.002558
'FC1CC1',9,"['F','C','C','C','H','H','H','H','H']","[[1.445984,0.0,-0.192888],[0.252442,0.0,0.473457],[-0.873063,0.75759,-0.129673],[-0.873063,-0.75759,-0.129673],[0.400016,0.0,1.545841],[-0.675741,1.243566,-1.075297],[-1.550142,1.285243,0.528038],[-0.675741,-1.243566,-1.075297],[-1.550142,-1.285243,0.528038]]",8.779,8.408,0.000113302,8.656091,8.356124,0.000281
'CC1CN1',11,"['C','C','C','N','H','H','H','H','H','H','H']","[[-1.506904,-0.061822,-0.15562],[-0.156893,-0.033591,0.50516],[1.016133,-0.645614,-0.149753],[0.90735,0.810843,-0.030164],[-2.075897,-0.939139,0.158285],[-1.407518,-0.097078,-1.243536],[-2.087251,0.826039,0.10454],[-0.181985,-0.039312,1.590289],[0.864448,-1.097373,-1.124614],[1.803352,-1.09593,0.44245],[0.61938,1.213058,-0.914985]]",7.418,7.152,0.014224685,7.157350,6.913729,0.011500
'CC1CO1',10,"['C','C','C','O','H','H','H','H','H','H']","[[1.502212,0.101599,-0.146228],[0.14948,-0.046665,0.48381],[-1.037637,0.610475,-0.054416],[-0.821438,-0.777485,-0.248647],[2.064231,0.899393,0.343512],[1.407645,0.339236,-1.206325],[2.072525,-0.823927,-0.05019],[0.150847,-0.275547,1.547796],[-0.943971,1.223123,-0.947221],[-1.864106,0.865151,0.602606]]",8.544,8.164,0.004415844,8.070604,7.695169,0.038959
'CN1CC1',11,"['C','N','C','C','H','H','H','H','H','H','H']","[[1.448543,0.0,0.094756],[0.15269,0.0,-0.551106],[-0.89369,-0.741633,0.121123],[-0.89369,0.741633,0.121123],[2.006585,-0.884688,-0.21574],[1.382518,0.0,1.194197],[2.006585,0.884688,-0.21574],[-0.641834,-1.235742,1.055751],[-1.57391,-1.289838,-0.519243],[-0.641834,1.235742,1.055751],[-1.57391,1.289838,-0.519243]]",7.578,7.359,0.030154571,7.220665,7.017725,0.047029
'C1CCC1',12,"['C','C','C','C','H','H','H','H','H','H','H','H']","[[0.0,1.077251,0.12725],[-1.077251,0.0,-0.12725],[-0.0,-1.077251,0.12725],[1.077251,-0.0,-0.12725],[0.0,1.402989,1.168494],[0.0,1.958378,-0.513841],[-1.402989,0.0,-1.168494],[-1.958378,0.0,0.513841],[-0.0,-1.958378,-0.513841],[-0.0,-1.402989,1.168494],[1.402989,-0.0,-1.168494],[1.958378,-0.0,0.513841]]",9.223,8.966,0.053435046,9.058155,8.795402,0.045732
'C1CNC1',11,"['C','C','N','C','H','H','H','H','H','H','H']","[[-0.082629,1.07509,-0.0],[-0.082629,-0.052783,1.048108],[0.374527,-0.983628,0.0],[-0.082629,-0.052783,-1.048108],[0.847617,1.640469,-0.0],[-0.927192,1.760357,-0.0],[-1.09208,-0.262415,1.422087],[0.595654,0.043469,1.89785],[-0.061942,-1.894674,0.0],[-1.09208,-0.262415,-1.422087],[0.595654,0.043469,-1.89785]]",6.627,6.307,0.001003966,6.348789,6.052915,0.001553
'C1COC1',10,"['C','C','O','C','H','H','H','H','H','H']","[[4e-06,-1.071427,-0.0],[4e-06,0.065601,1.030611],[-1.4e-05,1.062782,0.0],[4e-06,0.065601,-1.030611],[-0.888144,-1.699238,-0.0],[0.888147,-1.699245,-0.0],[0.890704,0.134402,1.660988],[-0.890684,0.134389,1.661007],[0.890704,0.134402,-1.660988],[-0.890684,0.134389,-1.661007]]",7.393,6.990,0.002460922,6.987450,6.658310,0.002743
'CC(C)(C)C',17,"['C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[0.0,1.249348,0.883508],[0.0,0.0,0.0],[-0.0,-1.249348,0.883508],[-1.249348,0.0,-0.883508],[1.249348,-0.0,-0.883508],[-0.883516,1.274423,1.526041],[0.0,2.158058,0.276606],[0.883516,1.274423,1.526041],[-0.883516,-1.274423,1.526041],[0.883516,-1.274423,1.526041],[-0.0,-2.158058,0.276606],[-2.158058,0.0,-0.276606],[-1.274423,-0.883516,-1.526041],[-1.274423,0.883516,-1.526041],[2.158058,-0.0,-0.276606],[1.274423,0.883516,-1.526041],[1.274423,-0.883516,-1.526041]]",9.501,9.255,0.128926220,9.342213,9.065776,0.112448
'CC(C)(C)N',16,"['C','C','C','C','N','H','H','H','H','H','H','H','H','H','H','H']","[[-0.0,1.326887,-0.743045],[0.0,-0.004996,0.017922],[-1.250484,-0.804205,-0.341039],[1.250484,-0.804205,-0.341039],[0.0,0.185629,1.472445],[-0.0,1.171512,-1.824625],[0.884465,1.915602,-0.486845],[-0.884465,1.915602,-0.486845],[-1.290093,-1.004358,-1.413387],[-2.15423,-0.251632,-0.070257],[-1.259481,-1.754006,0.19481],[1.290093,-1.004358,-1.413388],[1.259481,-1.754006,0.19481],[2.15423,-0.251632,-0.070258],[-0.813596,0.718492,1.756035],[0.813596,0.718492,1.756035]]",6.834,6.557,0.027688728,6.600223,6.331856,0.031451
'CC(C)(C)O',15,"['C','C','C','C','O','H','H','H','H','H','H','H','H','H','H']","[[-0.677706,1.255782,-0.517661],[0.006164,0.0,0.018268],[-0.677705,-1.255782,-0.517661],[1.485634,0.0,-0.335288],[-0.038761,-0.0,1.444786],[-0.619505,1.301207,-1.606895],[-0.20357,2.147419,-0.105433],[-1.735093,1.268158,-0.238984],[-0.619505,-1.301207,-1.606895],[-1.735093,-1.268159,-0.238984],[-0.203569,-2.147419,-0.105433],[1.622711,0.0,-1.417718],[1.971742,-0.884281,0.078673],[1.971741,0.884282,0.078673],[-0.958089,-0.0,1.718766]]",7.596,7.305,0.011773251,7.221561,6.954611,0.016910
'CC(C)(C)F',14,"['C','C','C','C','F','H','H','H','H','H','H','H','H','H']","[[1.436294,-0.223289,0.434525],[3e-06,-9e-06,-0.002926],[-0.911649,-1.132152,0.434409],[-0.524801,1.355579,0.434248],[0.000168,-0.000147,-1.411177],[1.50408,-0.233539,1.523645],[2.076744,0.573464,0.054703],[1.804409,-1.177154,0.055226],[-0.954804,-1.185563,1.52351],[-0.541719,-2.085212,0.054881],[-1.921621,-0.974051,0.054609],[-0.550024,1.419532,1.523353],[-1.534951,1.511802,0.054169],[0.11729,2.15127,0.054953]]",9.776,9.572,0.056399018,9.434278,9.242482,0.048155
'CC(C)(F)F',11,"['C','C','C','F','F','H','H','H','H','H','H']","[[-0.0,1.277843,-0.785685],[0.0,-0.0,0.016008],[-0.0,-1.277843,-0.785685],[1.092431,-0.0,0.844992],[-1.092431,0.0,0.844992],[0.887585,1.320703,-1.415805],[-0.0,2.129806,-0.107227],[-0.887585,1.320703,-1.415805],[0.887585,-1.320703,-1.415805],[-0.887585,-1.320703,-1.415805],[-0.0,-2.129806,-0.107227]]",10.285,10.127,0.033856023,9.970689,9.792627,0.034587
'CC(F)(F)F',8,"['C','C','F','F','F','H','H','H']","[[0.0,0.0,1.473846],[0.0,0.0,-0.027336],[-1.079188,-0.62307,-0.525099],[0.0,1.246139,-0.525099],[1.079188,-0.62307,-0.525099],[-0.889986,0.512946,1.832868],[0.889217,0.514278,1.832868],[0.000769,-1.027223,1.832868]]",11.933,11.579,0.076974736,11.729820,11.326995,0.084226
'FC(F)(F)F',5,"['F','C','F','F','F']","[[-0.761282,-0.761282,0.761282],[0.0,0.0,0.0],[0.761282,0.761282,0.761282],[0.761282,-0.761282,-0.761282],[-0.761282,0.761282,-0.761282]]",14.339,13.844,0.000000000,14.010585,13.599737,0.000000
'CCC(C)C',17,"['C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.080709,-0.036507,-0.104442],[0.751549,-0.677995,0.273738],[-0.481141,-0.002807,-0.333366],[-1.740793,-0.798404,-0.003552],[-0.629695,1.446725,0.121419],[2.919037,-0.618595,0.281574],[2.1726,0.974198,0.296268],[2.189835,0.024595,-1.190222],[0.645214,-0.686997,1.364645],[0.760185,-1.726471,-0.039368],[-0.355783,-0.003929,-1.422943],[-1.908218,-0.822676,1.07718],[-1.661519,-1.830466,-0.35163],[-2.623821,-0.353211,-0.466481],[-0.708604,1.50013,1.211461],[-1.531192,1.896474,-0.299533],[0.218488,2.060873,-0.183741]]",9.534,9.242,0.009092160,9.393086,9.101142,0.012753
'CC(C)CN',16,"['C','C','C','C','N','H','H','H','H','H','H','H','H','H','H','H']","[[-1.697012,-0.829307,-0.015413],[-0.459174,0.004907,-0.327614],[-0.636135,1.449026,0.12762],[0.781616,-0.632786,0.29557],[2.001721,0.055422,-0.108291],[-2.588152,-0.394291,-0.471431],[-1.867112,-0.876102,1.064155],[-1.595858,-1.852867,-0.382891],[-0.314955,0.003631,-1.415683],[-0.835261,1.485966,1.202904],[-1.477797,1.920772,-0.38369],[0.263683,2.031533,-0.067224],[0.787573,-1.704678,0.047872],[0.700361,-0.562196,1.38527],[2.177335,-0.087104,-1.094514],[2.802366,-0.303663,0.392294]]",6.796,6.472,0.010418674,6.585035,6.270703,0.011432
